Datetime,cons_dakar,temperature,day_of_week,is_weekend,year,weekofyear,quarter,dayofyear,month,day,Heure,Date,is_ramadan,is_korite,is_tabaski,is_magal,is_gamou,jour_groupe,day_of_week_name,month_name,Saison de demande,precipitation
2025-01-01 01:00:00,480.7770340351399,22.2,2,0,2025,1,1,1,1,1,1,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 02:00:00,463.5067497301615,22.1,2,0,2025,1,1,1,1,1,2,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 03:00:00,448.37809337334784,22.0,2,0,2025,1,1,1,1,1,3,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 04:00:00,420.53730320730034,22.0,2,0,2025,1,1,1,1,1,4,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 05:00:00,419.0928626934013,22.0,2,0,2025,1,1,1,1,1,5,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 06:00:00,411.6751242369001,22.15,2,0,2025,1,1,1,1,1,6,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 07:00:00,416.0071397182837,22.3,2,0,2025,1,1,1,1,1,7,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 08:00:00,378.3466264730849,22.15,2,0,2025,1,1,1,1,1,8,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 09:00:00,381.7216923671658,22.0,2,0,2025,1,1,1,1,1,9,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 10:00:00,376.3084567280706,22.0,2,0,2025,1,1,1,1,1,10,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 11:00:00,380.0757298176864,22.0,2,0,2025,1,1,1,1,1,11,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 12:00:00,356.91295097029763,21.8,2,0,2025,1,1,1,1,1,12,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 13:00:00,347.0963807137784,21.6,2,0,2025,1,1,1,1,1,13,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 14:00:00,377.0629602831178,21.8,2,0,2025,1,1,1,1,1,14,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 15:00:00,361.13197981377016,22.0,2,0,2025,1,1,1,1,1,15,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 16:00:00,354.0479227122859,21.5,2,0,2025,1,1,1,1,1,16,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 17:00:00,352.4123685176963,21.0,2,0,2025,1,1,1,1,1,17,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 18:00:00,376.0202665568221,21.6,2,0,2025,1,1,1,1,1,18,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 19:00:00,404.2656897625262,22.2,2,0,2025,1,1,1,1,1,19,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 19:30:00,421.73125150829634,22.6,2,0,2025,1,1,1,1,1,19,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 20:00:00,441.5692242998092,23.0,2,0,2025,1,1,1,1,1,20,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 20:30:00,459.8643416457261,23.5,2,0,2025,1,1,1,1,1,20,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 21:00:00,466.4236153025643,24.0,2,0,2025,1,1,1,1,1,21,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 21:30:00,467.96474848148296,24.1,2,0,2025,1,1,1,1,1,21,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 22:00:00,482.0584101517034,24.2,2,0,2025,1,1,1,1,1,22,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 22:30:00,477.6949882506988,25.1,2,0,2025,1,1,1,1,1,22,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 23:00:00,476.4030471560191,26.0,2,0,2025,1,1,1,1,1,23,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-01 23:30:00,464.7976345555233,26.0,2,0,2025,1,1,1,1,1,23,2025-01-01,0,0,0,0,0,2,Mercredi,Janvier,Bas,0.0
2025-01-02 00:00:00,485.3562664848859,26.0,3,0,2025,1,1,2,1,2,0,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 01:00:00,468.41400821681367,25.5,3,0,2025,1,1,2,1,2,1,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 02:00:00,428.7881326096323,25.0,3,0,2025,1,1,2,1,2,2,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 03:00:00,382.61319035626497,25.0,3,0,2025,1,1,2,1,2,3,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 04:00:00,346.5647909938449,25.0,3,0,2025,1,1,2,1,2,4,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 05:00:00,349.05749819782113,25.0,3,0,2025,1,1,2,1,2,5,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 06:00:00,348.7569880745235,25.0,3,0,2025,1,1,2,1,2,6,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 07:00:00,372.9582378643706,24.55,3,0,2025,1,1,2,1,2,7,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 08:00:00,382.07187179521367,24.1,3,0,2025,1,1,2,1,2,8,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 09:00:00,355.9570341562626,23.55,3,0,2025,1,1,2,1,2,9,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 10:00:00,376.36727251591367,23.0,3,0,2025,1,1,2,1,2,10,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 11:00:00,368.87651490163336,23.0,3,0,2025,1,1,2,1,2,11,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 12:00:00,401.4671346191566,23.0,3,0,2025,1,1,2,1,2,12,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 13:00:00,403.5477899465249,22.5,3,0,2025,1,1,2,1,2,13,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 14:00:00,405.0658325622728,22.0,3,0,2025,1,1,2,1,2,14,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 15:00:00,378.1305263421167,22.0,3,0,2025,1,1,2,1,2,15,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 16:00:00,400.9965622996569,22.0,3,0,2025,1,1,2,1,2,16,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 17:00:00,393.74605389691607,21.5,3,0,2025,1,1,2,1,2,17,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 18:00:00,395.2677101829541,21.0,3,0,2025,1,1,2,1,2,18,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 19:00:00,425.10685934543886,21.05,3,0,2025,1,1,2,1,2,19,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 19:30:00,461.2282367464269,21.1,3,0,2025,1,1,2,1,2,19,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 20:00:00,456.3358584048306,21.05,3,0,2025,1,1,2,1,2,20,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 20:30:00,456.1157152717439,21.0,3,0,2025,1,1,2,1,2,20,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 21:00:00,453.2881060663357,21.0,3,0,2025,1,1,2,1,2,21,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 21:30:00,452.4528633296391,21.0,3,0,2025,1,1,2,1,2,21,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 22:00:00,470.2680619353836,20.95,3,0,2025,1,1,2,1,2,22,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 22:30:00,474.2606118874514,20.9,3,0,2025,1,1,2,1,2,22,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 23:00:00,463.3549097493996,20.95,3,0,2025,1,1,2,1,2,23,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-02 23:30:00,462.7397656993669,21.0,3,0,2025,1,1,2,1,2,23,2025-01-02,0,0,0,0,0,2,Jeudi,Janvier,Bas,0.0
2025-01-03 00:00:00,432.125669568163,21.0,4,0,2025,1,1,3,1,3,0,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 01:00:00,402.2919803992874,21.0,4,0,2025,1,1,3,1,3,1,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 02:00:00,392.5683936365773,20.8,4,0,2025,1,1,3,1,3,2,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 03:00:00,373.6255065909063,20.6,4,0,2025,1,1,3,1,3,3,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 04:00:00,358.1243036860809,20.8,4,0,2025,1,1,3,1,3,4,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 05:00:00,374.0038003074631,21.0,4,0,2025,1,1,3,1,3,5,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 06:00:00,353.7875317531352,20.5,4,0,2025,1,1,3,1,3,6,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 07:00:00,384.1834256535104,20.0,4,0,2025,1,1,3,1,3,7,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 08:00:00,354.4125003246928,20.25,4,0,2025,1,1,3,1,3,8,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 09:00:00,372.2667088933553,20.5,4,0,2025,1,1,3,1,3,9,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 10:00:00,352.3734125351864,21.25,4,0,2025,1,1,3,1,3,10,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 11:00:00,364.76361814207536,22.0,4,0,2025,1,1,3,1,3,11,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 12:00:00,363.5667471584689,22.0,4,0,2025,1,1,3,1,3,12,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 13:00:00,345.5604933658301,22.0,4,0,2025,1,1,3,1,3,13,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 14:00:00,360.0250231429577,22.6,4,0,2025,1,1,3,1,3,14,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 15:00:00,333.4401523737847,23.2,4,0,2025,1,1,3,1,3,15,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 16:00:00,346.7294032511308,23.6,4,0,2025,1,1,3,1,3,16,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 17:00:00,370.0463331679542,24.0,4,0,2025,1,1,3,1,3,17,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 18:00:00,382.31390362243366,24.5,4,0,2025,1,1,3,1,3,18,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 19:00:00,395.92221971182727,25.0,4,0,2025,1,1,3,1,3,19,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 19:30:00,426.1851979015971,25.0,4,0,2025,1,1,3,1,3,19,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 20:00:00,452.0843477512957,25.0,4,0,2025,1,1,3,1,3,20,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 20:30:00,447.6740915128185,25.0,4,0,2025,1,1,3,1,3,20,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 21:00:00,447.2457201173039,25.0,4,0,2025,1,1,3,1,3,21,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 21:30:00,438.8675289159728,25.0,4,0,2025,1,1,3,1,3,21,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 22:00:00,452.5240295928085,25.0,4,0,2025,1,1,3,1,3,22,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 22:30:00,435.8804722983461,24.45,4,0,2025,1,1,3,1,3,22,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 23:00:00,437.5676168084597,23.9,4,0,2025,1,1,3,1,3,23,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-03 23:30:00,439.2044209995839,22.95,4,0,2025,1,1,3,1,3,23,2025-01-03,0,0,0,0,0,3,Vendredi,Janvier,Bas,0.0
2025-01-04 00:00:00,410.2259589488861,22.0,5,1,2025,1,1,4,1,4,0,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 01:00:00,358.42627384966283,22.0,5,1,2025,1,1,4,1,4,1,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 02:00:00,343.2136134050041,22.0,5,1,2025,1,1,4,1,4,2,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 03:00:00,338.6544288601162,21.8,5,1,2025,1,1,4,1,4,3,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 04:00:00,323.476494350477,21.6,5,1,2025,1,1,4,1,4,4,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 05:00:00,329.88987846381826,21.3,5,1,2025,1,1,4,1,4,5,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 06:00:00,337.8102027954165,21.0,5,1,2025,1,1,4,1,4,6,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 07:00:00,349.3940030305231,21.0,5,1,2025,1,1,4,1,4,7,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 08:00:00,345.8561628038892,21.0,5,1,2025,1,1,4,1,4,8,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 09:00:00,355.1014921169181,20.75,5,1,2025,1,1,4,1,4,9,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 10:00:00,369.5070149785423,20.5,5,1,2025,1,1,4,1,4,10,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 11:00:00,349.7552124212818,20.25,5,1,2025,1,1,4,1,4,11,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 12:00:00,358.2870487512433,20.0,5,1,2025,1,1,4,1,4,12,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 13:00:00,334.3665200287504,20.0,5,1,2025,1,1,4,1,4,13,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 14:00:00,332.60487463942803,20.0,5,1,2025,1,1,4,1,4,14,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 15:00:00,367.39596547080913,20.0,5,1,2025,1,1,4,1,4,15,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 16:00:00,344.9596285925161,20.0,5,1,2025,1,1,4,1,4,16,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 17:00:00,352.249674702827,20.0,5,1,2025,1,1,4,1,4,17,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 18:00:00,348.43131199882674,20.0,5,1,2025,1,1,4,1,4,18,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 19:00:00,394.4032991230054,20.0,5,1,2025,1,1,4,1,4,19,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 19:30:00,406.27229921049417,20.0,5,1,2025,1,1,4,1,4,19,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 20:00:00,426.2906388208519,19.6,5,1,2025,1,1,4,1,4,20,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 20:30:00,450.4053037233225,19.2,5,1,2025,1,1,4,1,4,20,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 21:00:00,436.7130431003756,19.1,5,1,2025,1,1,4,1,4,21,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 21:30:00,411.3754236692517,19.0,5,1,2025,1,1,4,1,4,21,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 22:00:00,411.5830988817683,19.0,5,1,2025,1,1,4,1,4,22,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 22:30:00,401.71309958614415,19.0,5,1,2025,1,1,4,1,4,22,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 23:00:00,376.5045325676935,19.55,5,1,2025,1,1,4,1,4,23,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-04 23:30:00,379.9113493648039,20.1,5,1,2025,1,1,4,1,4,23,2025-01-04,0,0,0,0,0,4,Samedi,Janvier,Bas,0.0
2025-01-05 00:00:00,364.1157228749809,21.05,6,1,2025,1,1,5,1,5,0,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 01:00:00,334.4219670443786,22.0,6,1,2025,1,1,5,1,5,1,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 02:00:00,328.70140269680394,23.5,6,1,2025,1,1,5,1,5,2,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 03:00:00,314.8648360717586,25.0,6,1,2025,1,1,5,1,5,3,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 04:00:00,285.6773043314207,26.2,6,1,2025,1,1,5,1,5,4,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 05:00:00,296.5898357676911,27.4,6,1,2025,1,1,5,1,5,5,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 06:00:00,291.67866165748705,26.7,6,1,2025,1,1,5,1,5,6,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 07:00:00,293.9976388115713,26.0,6,1,2025,1,1,5,1,5,7,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 08:00:00,312.94830097117705,25.5,6,1,2025,1,1,5,1,5,8,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 09:00:00,307.6012048959253,25.0,6,1,2025,1,1,5,1,5,9,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 10:00:00,321.82890702126,25.1,6,1,2025,1,1,5,1,5,10,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 11:00:00,331.16599029216724,25.2,6,1,2025,1,1,5,1,5,11,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 12:00:00,344.82516638625003,25.1,6,1,2025,1,1,5,1,5,12,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 13:00:00,342.18513944817335,25.0,6,1,2025,1,1,5,1,5,13,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 14:00:00,326.66011022880485,25.0,6,1,2025,1,1,5,1,5,14,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 15:00:00,326.85666353053915,25.0,6,1,2025,1,1,5,1,5,15,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 16:00:00,332.650978987731,24.05,6,1,2025,1,1,5,1,5,16,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 17:00:00,348.56436818245123,23.1,6,1,2025,1,1,5,1,5,17,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 18:00:00,366.9252692686026,22.55,6,1,2025,1,1,5,1,5,18,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 19:00:00,358.0360602388395,22.0,6,1,2025,1,1,5,1,5,19,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 19:30:00,423.9033844488422,21.5,6,1,2025,1,1,5,1,5,19,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 20:00:00,421.21109821144296,21.0,6,1,2025,1,1,5,1,5,20,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 20:30:00,459.1313695039818,20.95,6,1,2025,1,1,5,1,5,20,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 21:00:00,454.1092900585596,20.9,6,1,2025,1,1,5,1,5,21,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 21:30:00,434.3190986959612,20.95,6,1,2025,1,1,5,1,5,21,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 22:00:00,423.9471904080308,21.0,6,1,2025,1,1,5,1,5,22,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 22:30:00,421.4636249329647,21.0,6,1,2025,1,1,5,1,5,22,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 23:00:00,403.8755550566572,21.0,6,1,2025,1,1,5,1,5,23,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-05 23:30:00,409.6819750134893,20.75,6,1,2025,1,1,5,1,5,23,2025-01-05,0,0,0,0,0,5,Dimanche,Janvier,Bas,0.0
2025-01-06 00:00:00,391.4209908138682,20.5,0,0,2025,2,1,6,1,6,0,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 01:00:00,360.8070263287162,20.25,0,0,2025,2,1,6,1,6,1,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 02:00:00,334.94638232170126,20.0,0,0,2025,2,1,6,1,6,2,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 03:00:00,349.1243376890613,20.0,0,0,2025,2,1,6,1,6,3,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 04:00:00,324.4588890824818,20.0,0,0,2025,2,1,6,1,6,4,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 05:00:00,318.3476088712796,19.95,0,0,2025,2,1,6,1,6,5,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 06:00:00,335.8094754396198,19.9,0,0,2025,2,1,6,1,6,6,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 07:00:00,373.17371232410767,19.95,0,0,2025,2,1,6,1,6,7,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 08:00:00,384.8383411359465,20.0,0,0,2025,2,1,6,1,6,8,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 09:00:00,364.0448362573853,20.0,0,0,2025,2,1,6,1,6,9,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 10:00:00,378.7002819339829,20.0,0,0,2025,2,1,6,1,6,10,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 11:00:00,392.6105401019906,19.7,0,0,2025,2,1,6,1,6,11,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 12:00:00,393.5607880457534,19.4,0,0,2025,2,1,6,1,6,12,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 13:00:00,374.2165759709197,18.2,0,0,2025,2,1,6,1,6,13,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 14:00:00,391.3003254440393,17.0,0,0,2025,2,1,6,1,6,14,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 15:00:00,408.4672273702253,18.0,0,0,2025,2,1,6,1,6,15,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 16:00:00,426.6077838732012,19.0,0,0,2025,2,1,6,1,6,16,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 17:00:00,402.2715071903531,19.75,0,0,2025,2,1,6,1,6,17,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 18:00:00,399.7853369919974,20.5,0,0,2025,2,1,6,1,6,18,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 19:00:00,449.0587649624468,21.25,0,0,2025,2,1,6,1,6,19,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 19:30:00,478.5759170139183,22.0,0,0,2025,2,1,6,1,6,19,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 20:00:00,483.7561178662896,22.5,0,0,2025,2,1,6,1,6,20,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 20:30:00,490.9909144005021,23.0,0,0,2025,2,1,6,1,6,20,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 21:00:00,464.8838961079198,23.15,0,0,2025,2,1,6,1,6,21,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 21:30:00,447.0859296942484,23.3,0,0,2025,2,1,6,1,6,21,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
2025-01-06 22:00:00,459.5872047405574,23.15,0,0,2025,2,1,6,1,6,22,2025-01-06,0,0,0,0,0,1,Lundi,Janvier,Bas,0.0
